id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
214,1.885994219,female,11.0,pacific,18.0,9638.75,,,,,,strongly agree,strongly disagree,disagree,strongly disagree,agree
215,0.9429971097,female,12.0,pacific,62.0,22782.5,45.0,45.0,,58.4,,,,,,
216,1.414495664,female,15.0,pacific,30.0,22782.5,55.0,33.0,31.0,37.2,mod. satisfied,strongly agree,disagree,disagree,disagree,strongly disagree
217,0.9429971097,female,7.0,pacific,70.0,14896.25,32.0,,33.0,32.7,,,,,,
218,1.885994219,male,3.0,pacific,50.0,3855.5,49.0,,27.0,53.9,mod. satisfied,disagree,agree,disagree,agree,agree
219,0.9429971097,female,12.0,pacific,44.0,7886.25,48.0,25.0,36.0,20.1,very satisfied,disagree,disagree,agree,agree,agree
220,0.9429971097,female,12.0,pacific,33.0,26287.5,47.0,25.0,37.0,65.3,very satisfied,,,,,
221,0.9429971097,female,19.0,pacific,34.0,98140.0,59.0,64.0,36.0,88.3,very satisfied,,,,,
222,0.9429971097,female,16.0,pacific,46.0,158201.8412,47.0,,35.0,38.8,mod. satisfied,,,,,
223,2.35896796,male,12.0,pacific,51.0,47317.5,17.0,,40.0,49.3,mod. satisfied,agree,disagree,disagree,agree,agree
224,1.414495664,male,14.0,pacific,28.0,57832.5,45.0,,25.0,39.2,very satisfied,,,,,
225,0.4714985548,male,16.0,pacific,74.0,47317.5,41.0,,27.0,38.9,very satisfied,agree,disagree,disagree,disagree,agree
226,0.9429971097,female,15.0,pacific,29.0,47317.5,33.0,,,13.6,very dissatisfied,disagree,disagree,disagree,strongly agree,agree
227,1.885994219,male,11.0,pacific,49.0,22782.5,35.0,25.0,33.0,23.7,very satisfied,agree,disagree,disagree,agree,strongly agree
228,0.9429971097,female,17.0,pacific,28.0,47317.5,21.0,52.0,38.0,13.6,a little dissat,,,,,
229,0.9429971097,female,12.0,pacific,48.0,57832.5,31.0,,35.0,39.7,very dissatisfied,disagree,agree,agree,disagree,strongly agree
230,0.9429971097,female,12.0,pacific,24.0,26287.5,21.0,48.0,38.0,14.0,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,strongly disagree
231,0.4714985548,female,15.0,pacific,51.0,19277.5,39.0,38.0,,41.0,very satisfied,,,,,
232,0.4714985548,female,16.0,pacific,42.0,47317.5,60.0,48.0,38.0,76.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
233,2.35896796,male,17.0,pacific,44.0,,50.0,54.0,74.0,57.4,very satisfied,,,,,
234,0.9429971097,female,12.0,pacific,33.0,31545.0,31.0,,,39.7,very satisfied,agree,agree,agree,disagree,disagree
235,1.414495664,male,12.0,pacific,29.0,70100.0,55.0,64.0,46.0,37.2,mod. satisfied,,,,,
236,0.9429971097,female,17.0,pacific,48.0,158201.8412,49.0,33.0,26.0,62.1,very satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
237,0.9429971097,female,10.0,pacific,62.0,22782.5,25.0,,32.0,23.3,very satisfied,disagree,agree,disagree,agree,agree
238,0.4714985548,female,12.0,pacific,88.0,,48.0,47.0,53.0,26.1,mod. satisfied,,,,,
239,1.414495664,male,18.0,pacific,65.0,112160.0,61.0,,47.0,80.9,very satisfied,agree,disagree,disagree,agree,disagree
240,1.885994219,female,13.0,pacific,28.0,98140.0,38.0,40.0,,25.7,mod. satisfied,agree,agree,disagree,disagree,agree
241,2.35896796,female,14.0,pacific,58.0,57832.5,,45.0,45.0,,very satisfied,,,,,
242,0.9429971097,male,13.0,pacific,26.0,31545.0,36.0,,36.0,37.6,very satisfied,,,,,
243,0.4714985548,female,13.0,pacific,61.0,22782.5,39.0,31.0,50.0,20.8,very satisfied,strongly agree,disagree,disagree,disagree,agree
244,0.9429971097,female,13.0,pacific,30.0,57832.5,32.0,25.0,,35.8,very satisfied,agree,agree,disagree,disagree,disagree
245,0.4714985548,female,14.0,pacific,22.0,4556.5,22.0,,49.0,17.5,a little dissat,strongly agree,strongly disagree,disagree,disagree,disagree
246,0.9429971097,female,12.0,pacific,24.0,,38.0,25.0,36.0,27.0,mod. satisfied,agree,disagree,disagree,disagree,disagree
247,0.9429971097,male,12.0,pacific,29.0,57832.5,24.0,25.0,,20.7,very satisfied,,,,,
248,0.4714985548,male,13.0,e. nor. central,70.0,31545.0,31.0,,37.0,37.6,,,,,,
249,0.4714985548,male,16.0,e. nor. central,34.0,,45.0,45.0,,62.0,,,,,,
250,0.9429971097,male,12.0,e. nor. central,66.0,158201.8412,69.0,,60.0,91.1,,agree,strongly disagree,disagree,,agree
251,0.4714985548,female,12.0,e. nor. central,84.0,9638.75,64.0,35.0,24.0,84.2,,,,,,
252,2.35896796,male,16.0,e. nor. central,37.0,158201.8412,35.0,61.0,43.0,32.0,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,agree
253,0.9429971097,female,14.0,e. nor. central,61.0,11391.25,49.0,47.0,35.0,56.9,very satisfied,agree,disagree,disagree,disagree,disagree
254,0.4714985548,female,12.0,e. nor. central,58.0,9638.75,48.0,,,24.2,very satisfied,agree,strongly agree,disagree,disagree,neither agree nor disagree
255,0.4714985548,male,10.0,e. nor. central,88.0,7886.25,24.0,48.0,,20.7,,agree,agree,,disagree,disagree
256,3.300489884,female,1.0,e. nor. central,80.0,,,,27.0,,mod. satisfied,strongly agree,agree,agree,agree,strongly agree
257,1.885994219,male,12.0,e. nor. central,36.0,98140.0,50.0,,31.0,46.5,a little dissat,,,,,
258,1.885994219,female,16.0,e. nor. central,33.0,38555.0,48.0,48.0,35.0,36.9,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
259,0.9429971097,male,16.0,e. nor. central,81.0,38555.0,50.0,16.0,60.0,57.4,,agree,agree,agree,disagree,disagree
260,1.885994219,male,12.0,e. nor. central,31.0,47317.5,44.0,30.0,38.0,36.4,very satisfied,agree,disagree,disagree,disagree,agree
261,0.9429971097,female,16.0,e. nor. central,69.0,112160.0,55.0,,60.0,77.2,,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
262,1.414495664,male,16.0,e. nor. central,26.0,112160.0,38.0,64.0,59.0,43.0,a little dissat,,,,,
263,0.9429971097,male,16.0,e. nor. central,45.0,112160.0,45.0,61.0,35.0,62.0,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
264,0.9429971097,female,16.0,e. nor. central,54.0,57832.5,47.0,,48.0,57.8,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
265,1.414495664,female,16.0,e. nor. central,61.0,158201.8412,31.0,,53.0,37.6,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,agree
266,1.885994219,male,13.0,e. nor. central,19.0,38555.0,,49.0,54.0,,,agree,strongly disagree,disagree,strongly disagree,strongly agree
267,0.9429971097,male,16.0,e. nor. central,58.0,70100.0,46.0,,60.0,52.0,mod. satisfied,,,,,
268,0.9429971097,female,14.0,e. nor. central,50.0,57832.5,46.0,35.0,49.0,59.8,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
269,0.9429971097,male,16.0,e. nor. central,36.0,98140.0,40.0,64.0,50.0,33.4,mod. satisfied,,,,,
270,1.414495664,female,12.0,e. nor. central,27.0,57832.5,25.0,28.0,,12.6,mod. satisfied,agree,disagree,disagree,disagree,strongly agree
271,0.4714985548,male,12.0,e. nor. central,51.0,47317.5,44.0,28.0,34.0,25.1,mod. satisfied,,,,,
272,3.53845194,male,18.0,e. nor. central,48.0,9638.75,40.0,,35.0,49.4,very satisfied,strongly agree,disagree,disagree,disagree,disagree
273,1.414495664,female,14.0,e. nor. central,29.0,47317.5,55.0,35.0,39.0,58.6,mod. satisfied,,,,,
274,0.9429971097,female,19.0,e. nor. central,65.0,70100.0,48.0,47.0,42.0,26.1,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
275,0.4714985548,female,16.0,e. nor. central,67.0,57832.5,55.0,,53.0,70.4,,,,,,
276,0.9429971097,male,16.0,e. nor. central,53.0,84120.0,72.0,53.0,52.0,77.4,very satisfied,strongly agree,disagree,disagree,disagree,disagree
277,0.9429971097,male,18.0,e. nor. central,45.0,158201.8412,72.0,56.0,45.0,77.4,very satisfied,,,,,
278,0.4714985548,female,15.0,e. nor. central,36.0,22782.5,48.0,73.0,43.0,20.1,a little dissat,,,,,
279,0.9429971097,male,12.0,e. nor. central,60.0,84120.0,49.0,24.0,49.0,46.0,very satisfied,,,,,
280,1.414495664,female,16.0,e. nor. central,63.0,158201.8412,57.0,48.0,38.0,53.8,a little dissat,agree,disagree,disagree,strongly disagree,disagree
281,0.4714985548,female,12.0,e. nor. central,52.0,47317.5,53.0,31.0,48.0,68.6,a little dissat,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
282,0.9429971097,male,13.0,e. nor. central,34.0,57832.5,31.0,47.0,38.0,39.7,mod. satisfied,,,,,
283,0.9429971097,male,14.0,e. nor. central,58.0,,24.0,47.0,31.0,20.7,mod. satisfied,agree,disagree,disagree,disagree,agree
284,0.9429971097,male,12.0,e. nor. central,63.0,98140.0,65.0,38.0,39.0,85.2,,agree,disagree,disagree,disagree,disagree
285,0.9429971097,female,16.0,e. nor. central,71.0,47317.5,72.0,,35.0,77.4,,,,,,
286,1.414495664,female,12.0,e. nor. central,67.0,84120.0,49.0,,59.0,37.9,,strongly agree,strongly disagree,agree,disagree,agree
287,0.4714985548,female,18.0,e. nor. central,65.0,112160.0,53.0,48.0,46.0,73.9,very satisfied,,,,,
288,2.35896796,female,15.0,e. nor. central,39.0,31545.0,46.0,47.0,,52.0,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
289,0.4714985548,female,12.0,e. nor. central,46.0,38555.0,35.0,39.0,44.0,25.0,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
290,1.17948398,female,12.0,e. nor. central,83.0,16648.75,47.0,27.0,,38.8,,strongly agree,agree,disagree,disagree,agree
291,0.9429971097,male,17.0,e. nor. central,59.0,84120.0,53.0,31.0,50.0,59.1,mod. satisfied,,,,,
292,0.9429971097,female,19.0,e. nor. central,63.0,,38.0,35.0,42.0,59.1,very satisfied,,,,,
293,0.4714985548,female,12.0,e. nor. central,38.0,31545.0,47.0,36.0,,38.8,mod. satisfied,agree,disagree,disagree,agree,agree
294,0.9429971097,male,12.0,e. nor. central,50.0,38555.0,38.0,40.0,46.0,43.0,a little dissat,disagree,disagree,disagree,agree,agree
295,0.9429971097,female,11.0,e. nor. central,18.0,1402.0,,48.0,,,,,,,,
296,1.414495664,female,16.0,e. nor. central,45.0,112160.0,45.0,53.0,31.0,62.1,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
297,0.9429971097,female,11.0,south atlantic,18.0,98140.0,,52.0,,,,agree,strongly disagree,disagree,disagree,agree
298,0.9429971097,male,20.0,south atlantic,39.0,158201.8412,,61.0,64.0,,,agree,disagree,,disagree,disagree
299,0.4714985548,female,20.0,south atlantic,31.0,47317.5,61.0,64.0,72.0,71.7,very satisfied,agree,strongly disagree,disagree,disagree,neither agree nor disagree
300,0.4714985548,female,16.0,south atlantic,44.0,57832.5,49.0,47.0,61.0,62.1,very satisfied,,,,,
301,0.9429971097,female,16.0,south atlantic,46.0,98140.0,52.0,24.0,49.0,77.3,very satisfied,strongly agree,disagree,agree,disagree,disagree
302,0.9429971097,female,13.0,south atlantic,56.0,158201.8412,52.0,,50.0,57.0,very satisfied,,,,,
303,0.9429971097,male,12.0,south atlantic,37.0,158201.8412,49.0,33.0,49.0,45.4,very satisfied,agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
304,0.4714985548,female,20.0,south atlantic,52.0,84120.0,65.0,,60.0,80.7,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
305,0.9429971097,male,14.0,south atlantic,69.0,47317.5,31.0,28.0,44.0,39.7,mod. satisfied,,,,,
306,0.9429971097,male,12.0,south atlantic,34.0,38555.0,73.0,,27.0,84.0,very satisfied,strongly agree,disagree,disagree,strongly agree,disagree
307,1.885994219,male,17.0,south atlantic,25.0,,74.0,,80.0,84.5,very satisfied,,,,,
308,1.414495664,male,8.0,south atlantic,33.0,,36.0,,,37.6,very satisfied,,,,,
309,1.17948398,female,12.0,south atlantic,45.0,16648.75,55.0,47.0,25.0,37.2,mod. satisfied,strongly agree,agree,disagree,disagree,agree
310,4.717935919,male,16.0,south atlantic,57.0,158201.8412,66.0,47.0,40.0,66.4,,,,,,
311,0.4714985548,male,14.0,south atlantic,77.0,47317.5,43.0,39.0,50.0,57.3,,agree,agree,disagree,agree,neither agree nor disagree
312,0.4714985548,male,16.0,south atlantic,29.0,70100.0,60.0,61.0,73.0,87.9,mod. satisfied,disagree,agree,disagree,agree,agree
313,0.9429971097,male,18.0,south atlantic,58.0,158201.8412,75.0,45.0,,89.3,very satisfied,,,,,
314,0.9429971097,male,20.0,south atlantic,42.0,84120.0,50.0,66.0,66.0,57.4,very satisfied,,,,,
315,0.4714985548,male,13.0,south atlantic,65.0,47317.5,33.0,,44.0,44.9,very satisfied,strongly agree,strongly disagree,agree,disagree,strongly disagree
316,0.9429971097,female,16.0,south atlantic,25.0,22782.5,38.0,53.0,54.0,25.7,very dissatisfied,,,,,
317,0.9429971097,male,19.0,south atlantic,76.0,70100.0,39.0,,50.0,67.7,,agree,strongly agree,disagree,disagree,disagree
318,0.9429971097,female,12.0,south atlantic,73.0,38555.0,33.0,24.0,,13.6,mod. satisfied,agree,agree,agree,disagree,agree
319,0.9429971097,female,20.0,south atlantic,34.0,98140.0,61.0,39.0,74.0,71.7,mod. satisfied,agree,agree,agree,disagree,disagree
320,0.9429971097,male,12.0,south atlantic,51.0,47317.5,43.0,61.0,,57.3,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
321,0.9429971097,female,14.0,south atlantic,78.0,16648.75,48.0,,,28.6,mod. satisfied,,,,,
322,1.414495664,male,12.0,south atlantic,53.0,38555.0,26.0,50.0,,28.5,mod. satisfied,agree,disagree,disagree,disagree,agree
323,0.9429971097,male,11.0,south atlantic,83.0,19277.5,27.0,,46.0,14.0,,strongly agree,disagree,disagree,disagree,disagree
324,1.885994219,female,7.0,south atlantic,58.0,9638.75,,16.0,,,,,,,,
325,1.414495664,male,12.0,south atlantic,73.0,,28.0,,27.0,25.2,,agree,agree,agree,agree,disagree
326,0.4714985548,female,10.0,south atlantic,83.0,1402.0,32.0,,,13.2,,strongly agree,agree,agree,disagree,agree
327,0.4714985548,male,12.0,south atlantic,86.0,16648.75,40.0,25.0,,41.6,,disagree,,disagree,agree,disagree
328,0.4714985548,female,14.0,south atlantic,70.0,16648.75,60.0,25.0,18.0,65.3,,,,,,
329,2.35896796,female,17.0,south atlantic,31.0,57832.5,61.0,47.0,,80.9,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
330,2.35896796,female,16.0,south atlantic,24.0,47317.5,47.0,53.0,,38.8,,,,,,
331,0.9429971097,male,14.0,south atlantic,42.0,26287.5,48.0,37.0,64.0,24.2,very satisfied,agree,disagree,disagree,disagree,agree
332,0.9429971097,female,16.0,south atlantic,34.0,158201.8412,75.0,72.0,47.0,91.1,very satisfied,,,,,
333,0.4714985548,female,19.0,south atlantic,70.0,,50.0,,38.0,32.6,,strongly disagree,agree,disagree,strongly agree,agree
334,0.9429971097,female,12.0,south atlantic,37.0,38555.0,,32.0,,,mod. satisfied,strongly agree,disagree,disagree,agree,disagree
335,0.9429971097,male,18.0,south atlantic,70.0,112160.0,66.0,47.0,43.0,92.0,,disagree,strongly agree,agree,agree,agree
336,0.9429971097,male,12.0,south atlantic,71.0,57832.5,72.0,,27.0,77.4,,agree,disagree,agree,disagree,agree
337,0.4714985548,female,16.0,south atlantic,26.0,31545.0,17.0,53.0,41.0,45.3,a little dissat,agree,strongly disagree,disagree,disagree,disagree
338,0.9429971097,male,16.0,south atlantic,54.0,158201.8412,72.0,64.0,66.0,77.4,very satisfied,,,,,
339,2.35896796,female,16.0,south atlantic,40.0,158201.8412,69.0,,66.0,91.1,very satisfied,,,,,
340,0.4714985548,female,16.0,south atlantic,56.0,158201.8412,49.0,,31.0,56.9,mod. satisfied,disagree,disagree,disagree,agree,disagree
341,0.4714985548,male,20.0,south atlantic,60.0,98140.0,44.0,,50.0,56.8,very satisfied,,,,,
342,0.9429971097,male,16.0,south atlantic,72.0,158201.8412,54.0,,51.0,72.5,,strongly agree,strongly disagree,disagree,,neither agree nor disagree
343,0.9429971097,female,16.0,south atlantic,35.0,158201.8412,55.0,50.0,53.0,77.0,mod. satisfied,,,,,
344,1.414495664,male,18.0,south atlantic,55.0,158201.8412,39.0,61.0,,67.7,mod. satisfied,disagree,agree,disagree,agree,agree
345,0.9429971097,female,14.0,south atlantic,28.0,57832.5,69.0,64.0,73.0,46.6,,disagree,strongly agree,,agree,agree
346,1.17948398,female,13.0,south atlantic,77.0,6309.0,35.0,24.0,,31.6,,,,,,
347,0.9429971097,female,12.0,south atlantic,30.0,,51.0,44.0,,28.7,mod. satisfied,agree,disagree,disagree,disagree,disagree
348,0.4714985548,female,12.0,south atlantic,67.0,11391.25,47.0,24.0,21.0,38.8,,agree,strongly agree,agree,strongly agree,strongly agree
349,0.4714985548,female,12.0,south atlantic,53.0,11391.25,39.0,47.0,,20.8,,disagree,disagree,,disagree,disagree
350,0.9429971097,female,15.0,south atlantic,37.0,31545.0,36.0,46.0,,44.6,a little dissat,,,,,
351,0.9429971097,female,14.0,south atlantic,51.0,158201.8412,39.0,48.0,35.0,67.7,very satisfied,strongly agree,disagree,disagree,disagree,agree
352,0.4714985548,female,12.0,south atlantic,35.0,16648.75,48.0,33.0,,20.1,,disagree,agree,agree,disagree,disagree
353,2.35896796,female,20.0,south atlantic,60.0,158201.8412,53.0,50.0,70.0,73.9,,,,,,
354,0.9429971097,male,16.0,south atlantic,68.0,84120.0,60.0,64.0,80.0,87.9,,strongly agree,disagree,disagree,disagree,agree
355,0.9429971097,male,20.0,south atlantic,43.0,158201.8412,65.0,31.0,51.0,80.7,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
356,0.9429971097,female,12.0,south atlantic,36.0,47317.5,51.0,48.0,35.0,28.7,very satisfied,,,,,
357,0.4714985548,female,9.0,south atlantic,34.0,9638.75,35.0,,,21.8,a little dissat,,,,,
358,0.9429971097,male,18.0,south atlantic,39.0,98140.0,43.0,24.0,48.0,55.1,very satisfied,agree,disagree,disagree,agree,agree
359,0.4714985548,male,14.0,south atlantic,52.0,57832.5,72.0,24.0,39.0,77.4,mod. satisfied,strongly disagree,strongly disagree,disagree,strongly disagree,disagree
360,0.4714985548,male,12.0,south atlantic,70.0,70100.0,31.0,,33.0,39.7,mod. satisfied,,,,,
361,0.9429971097,male,12.0,south atlantic,60.0,,56.0,,58.0,53.6,,agree,agree,disagree,agree,agree
362,0.9429971097,female,13.0,south atlantic,61.0,57832.5,60.0,60.0,50.0,76.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
363,0.4714985548,female,14.0,south atlantic,32.0,38555.0,37.0,47.0,44.0,18.6,a little dissat,agree,disagree,,disagree,agree
364,0.4714985548,female,16.0,south atlantic,40.0,31545.0,46.0,31.0,,52.0,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
365,1.414495664,male,17.0,south atlantic,44.0,158201.8412,45.0,,46.0,38.8,mod. satisfied,,,,,
366,0.4714985548,female,6.0,new england,67.0,,37.0,32.0,40.0,33.2,mod. satisfied,,,,,
367,0.4714985548,female,16.0,new england,70.0,98140.0,74.0,55.0,47.0,84.5,very satisfied,strongly agree,strongly disagree,disagree,disagree,agree
368,0.9429971097,female,16.0,new england,27.0,57832.5,65.0,46.0,53.0,80.7,mod. satisfied,,,,,
369,0.9429971097,female,18.0,new england,30.0,158201.8412,72.0,38.0,72.0,92.2,very satisfied,agree,disagree,disagree,disagree,agree
370,0.9429971097,male,16.0,new england,61.0,158201.8412,72.0,25.0,28.0,77.4,very satisfied,agree,disagree,disagree,disagree,disagree
371,1.17948398,male,16.0,new england,30.0,158201.8412,72.0,46.0,72.0,77.4,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
372,0.9429971097,male,16.0,new england,38.0,158201.8412,62.0,39.0,60.0,89.1,very satisfied,,,,,
373,1.414495664,female,16.0,new england,27.0,158201.8412,53.0,46.0,,59.1,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
374,0.9429971097,female,15.0,new england,67.0,,51.0,48.0,37.0,63.7,,agree,disagree,disagree,disagree,agree
375,0.4714985548,male,16.0,new england,45.0,84120.0,36.0,27.0,62.0,44.6,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
376,0.9429971097,female,14.0,new england,68.0,70100.0,53.0,,24.0,59.1,,,,,,
377,0.9429971097,female,14.0,new england,18.0,38555.0,48.0,63.0,,24.2,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
378,0.9429971097,female,14.0,new england,77.0,158201.8412,63.0,50.0,25.0,79.3,,strongly agree,,disagree,strongly disagree,
379,0.4714985548,female,16.0,new england,78.0,84120.0,38.0,,72.0,25.7,mod. satisfied,agree,disagree,disagree,agree,neither agree nor disagree
380,0.9429971097,female,16.0,new england,61.0,98140.0,62.0,61.0,66.0,71.4,,strongly agree,strongly disagree,disagree,strongly disagree,agree
